"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.26713,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.03346,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.00965,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.02703,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.92496,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.79237,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.61169,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-01",97.47105,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-02",97.38629,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.42181,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.6357,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.94473,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.30885,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.66131,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.98288,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.2881,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.54281,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.69764,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.75211,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.71935,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.59149,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.45226,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.3058,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.11643,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.07455,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.18831,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.34541,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.4185,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.46677,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.52331,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.50705,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.485,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.46933,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.37965,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.25794,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.21873,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.19227,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.02351,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.69777,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.40995,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.25259,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.22485,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.25029,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.3242,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.42844,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.49728,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.47265,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.43449,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.36639,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.21363,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.01115,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-09",97.817,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-10",97.71571,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-11",97.67361,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2012-12",97.71994,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-01",97.84933,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-02",97.95564,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.04129,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.13085,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.22523,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.35163,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.50896,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-08",98.70085,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.89793,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.02516,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.1235,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.26241,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.42171,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.57176,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.73335,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.8675,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.9729,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.99159,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.92276,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.80401,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.72046,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.70429,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.73862,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.87329,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.0909,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.3316,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.4944,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.5358,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.4853,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.4052,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3604,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.4193,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.5193,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.6267,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.7167,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.7459,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6413,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.4513,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2901,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2493,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2798,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3125,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.3274,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.3609,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4308,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5428,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.6406,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.673,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.6159,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.5394,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5454,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.6249,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7517,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.9222,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0689,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1685,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2548,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.339,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4027,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.434,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4029,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.3301,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2381,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1646,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1145,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.0942,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.0811,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0449,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.9801,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9021,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7732,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.6397,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.6019,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.6287,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.6551,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.6549,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.674,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.6719,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.6808,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.6694,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.6525,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.6038,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.5715,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.5282,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.4828,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.3447,
"EA19","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.96888,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.99331,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.0939,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.1455,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.1761,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.068,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.89258,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.89011,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",99.95564,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",99.93493,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.8647,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.78807,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.72361,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.73986,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.82023,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.8722,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.79066,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.47945,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.0611,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.86452,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.99002,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.21144,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.34251,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.43365,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.50215,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.51118,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.39388,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.11804,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",98.93634,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",98.96662,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.10468,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.24588,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.3368,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.30329,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.26537,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.27485,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.3653,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.48531,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.60466,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.61565,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.53989,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.45441,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.42582,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.43449,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.43286,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.42661,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.45576,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.61089,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.79374,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.9478,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.98229,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.9196,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.91878,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.89313,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.84506,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.7431,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.71152,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.83224,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.97046,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.0715,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.1301,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.1977,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2311,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.2797,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3004,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.3198,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.29,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3026,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3568,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.3833,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.3507,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.2951,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.2816,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.3631,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.4257,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.4787,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.4947,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.4612,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.4732,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.4964,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.5371,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.5504,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.5703,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.5817,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.6007,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.6174,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.6368,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.6703,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.6554,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.6101,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.5559,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.5991,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.6406,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.6552,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.5838,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.5689,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.6097,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.6651,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.6625,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.5594,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.4367,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.4307,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.4962,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.526,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.4854,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.431,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.4583,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.5111,
"ISR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.61,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.4128,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2007-09",103.0571,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2007-10",102.7061,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2007-11",102.5687,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2007-12",102.8056,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-01",103.2098,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-02",103.5177,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-03",103.5529,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-04",103.466,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-05",103.4558,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-06",103.6128,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-07",103.6859,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-08",103.2298,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-09",101.8362,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.89423,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.85371,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.0366,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-01",94.547,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-02",93.56663,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-03",93.32253,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-04",93.54578,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-05",94.01994,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-06",94.6621,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-07",95.35311,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-08",96.00556,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-09",96.58295,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.15731,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.8392,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.71044,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.64963,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.4753,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.0213,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.3256,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.3885,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-06",101.1731,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-07",100.8463,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.5886,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.5154,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.5281,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.4895,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2010-12",100.3122,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-01",100.0987,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-02",100.0144,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-03",100.1968,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-04",100.5355,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-05",100.8951,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.1831,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.3954,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-08",101.5315,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-09",101.5849,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-10",101.6103,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-11",101.6699,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2011-12",101.808,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-01",101.9918,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-02",102.1756,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-03",102.32,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-04",102.4116,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-05",102.4194,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-06",102.3048,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-07",102.1154,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-08",101.8967,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-09",101.6786,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-10",101.4911,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-11",101.3794,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2012-12",101.3886,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-01",101.4727,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-02",101.5866,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-03",101.7035,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-04",101.8025,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-05",101.853,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-06",101.8172,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-07",101.7015,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-08",101.49,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-09",101.1596,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.7894,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.4855,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.3458,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.3575,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.5373,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-03",100.9193,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.3755,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7407,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8642,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.7511,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.3377,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-09",100.5032,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.38138,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.07967,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2014-12",96.68451,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-01",95.4473,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-02",94.75923,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-03",94.96821,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-04",95.64658,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-05",96.29524,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-06",96.57829,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-07",96.58746,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-08",96.45757,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-09",96.25594,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-10",96.01084,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-11",95.71019,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2015-12",95.34377,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-01",95.00094,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-02",94.83134,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-03",94.98182,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-04",95.36031,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-05",95.89109,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-06",96.54214,
"RUS","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.20014,
